"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-10-31,"Holdrege","NE",,"Phelps County",9174,852.65,-0.044,-0.0517,-0.1199,2208
2019-10-31,"Solsberry","IN",,"Greene County",9175,1023.77,0.0133,0.0581,0.1182,1234
2019-10-31,"Wrightstown Township","PA","Philadelphia-Camden-Wilmington","Bucks County",9176,1737.15,0.0146,0.0119,0.0128,1225
2019-10-31,"Catoosa","OK","Tulsa","Rogers County",9177,1017.32,-0.0054,-0.0046,0.0118,2355
2019-10-31,"Cave Springs","AR","Fayetteville-Springdale-Rogers","Benton County",9178,1396.22,-0.0134,0.0279,0.109,2001
2019-10-31,"Whitakers","NC","Rocky Mount","Nash County",9179,856.67,0.0434,0.076,0.0601,1291
2019-10-31,"Dillsboro","IN","Cincinnati","Dearborn County",9180,985.85,0.0164,0.033,0.0418,1285
2019-10-31,"Bradford","TN",,"Gibson County",9181,738.66,-0.0357,-0.0522,-0.1174,1026
2019-10-31,"Pearcy","AR","Hot Springs","Garland County",9182,988.97,-0.0469,-0.0179,-0.0865,1312
2019-10-31,"Valparaiso","FL","Crestview-Fort Walton Beach-Destin","Okaloosa County",9183,1429.74,-0.0054,0.0249,0.1141,1775
2019-10-31,"Rockport","ME",,"Knox County",9184,1601.53,0.003,0.0359,0.0807,1957
2019-10-31,"Lower Mt Bethel Township","PA","Allentown-Bethlehem-Easton","Northampton County",9185,1290.5,0.0165,0.038,0.0302,1243
2019-10-31,"Collinsville","TX","Sherman-Denison","Grayson County",9186,1276.67,0.0002,0.0167,0.0304,1310
2019-10-31,"Gibbstown","NJ","Philadelphia-Camden-Wilmington","Gloucester County",9187,1644.88,0.0264,0.0841,0.1001,1461
2019-10-31,"Waterville","MN","Minneapolis-St. Paul-Bloomington","Le Sueur County",9188,1447.18,0.0039,-0.0075,-0.0278,1174
2019-10-31,"Eldon","MO",,"Miller County",9189,861.33,0.0107,0.0082,0.0368,2018
2019-10-31,"Fairport Harbor","OH","Cleveland-Elyria","Lake County",9190,1102.64,0.0281,0.0141,0.0383,1409
2019-10-31,"Marshall Township","PA","Pittsburgh","Allegheny County",9191,1686.88,0.032,0.0555,0.0869,1659
2019-10-31,"Heidelberg Township","PA","Lebanon","Lebanon County",9192,1209.44,0.0261,0.0475,0.106,1046
2019-10-31,"Huntingdon","TN",,"Carroll County",9193,868.88,-0.0025,-0.0031,0.0017,1611
2019-10-31,"Deshler","OH",,"Henry County",9194,934.79,0.0037,0.0105,0.0142,1025
2019-10-31,"Rockland","NY",,"Sullivan County",9195,1252.12,-0.001,-0.0063,0.0213,1254
2019-10-31,"Heidelberg Township","PA","York-Hanover","York County",9196,1298.46,0.0278,0.027,0.0207,1077
2019-10-31,"Orion","IL","Davenport-Moline-Rock Island","Henry County",9197,1177.55,-0.0015,0.0038,0.053,1209
2019-10-31,"North Buffalo Township","PA","Pittsburgh","Armstrong County",9198,1105.11,0.0539,0.0123,-0.0358,1039
2019-10-31,"Beech Bluff","TN","Jackson","Madison County",9199,966.14,-0.0002,-0.0112,0.0145,1038
2019-10-31,"Auxvasse","MO","Jefferson City","Callaway County",9200,825.87,0.0686,0.0678,0.0397,1337
2019-10-31,"Cross Plains","TN","Nashville-Davidson--Murfreesboro--Franklin","Robertson County",9201,1321.16,-0.0068,-0.0153,0.0297,1226
2019-10-31,"Sims","NC","Wilson","Wilson County",9202,984.86,0.0019,0.0125,-0.0186,1042
2019-10-31,"Elk Point","SD","Sioux City","Union County",9203,966.59,-0.0403,0.0396,-0.0264,1162
2019-10-31,"Berlin","MA","Worcester","Worcester County",9204,1664.49,0.0023,-0.0058,0.0268,1178
2019-10-31,"Overbrook","KS","Topeka","Osage County",9205,1009.44,0.0031,0.0155,0.1191,1157
2019-10-31,"Experiment","GA","Atlanta-Sandy Springs-Roswell","Spalding County",9206,755.77,0.0126,0.0288,-0.0201,1392
2019-10-31,"Italy","TX","Dallas-Fort Worth-Arlington","Ellis County",9207,1401.51,-0.014,0.0156,-0.0003,1003
2019-10-31,"Skyline View","PA","Harrisburg-Carlisle","Dauphin County",9208,1407.95,0.0026,0.0062,-0.0103,1974
2019-10-31,"Homestead","PA","Pittsburgh","Allegheny County",9209,903.51,0.0039,0.0045,0.0149,1054
2019-10-31,"Greenville","IN","Louisville/Jefferson County","Floyd County",9210,1330.78,0.0047,0.0356,0.0715,1830
2019-10-31,"McLouth","KS","Topeka","Jefferson County",9211,1017.22,-0.0112,-0.0296,-0.0333,1275
2019-10-31,"Lockeford","CA","Stockton-Lodi","San Joaquin County",9212,1802.08,0.0021,0.0099,0.0554,1039
2019-10-31,"Kersey","CO","Greeley","Weld County",9213,1721.33,0.0207,0.052,0.0772,1131
2019-10-31,"Goode","VA","Lynchburg","Bedford County",9214,1277.53,-0.0009,-0.0624,-0.0355,1025
2019-10-31,"Harmar Township","PA","Pittsburgh","Allegheny County",9215,1041.79,-0.0026,0.0054,-0.0237,1231
2019-10-31,"East St Clair Township","PA",,"Bedford County",9216,1098.13,0.0102,0.0228,0.0983,1182
2019-10-31,"Combined Locks","WI","Appleton","Outagamie County",9217,1126.96,-0.0036,0.0173,0.1097,1223
2019-10-31,"Alfred","ME","Portland-South Portland","York County",9218,1435.75,0.0212,0.0678,-0.0051,1137
2019-10-31,"Lone Jack","MO","Kansas City","Jackson County",9219,978.82,-0.02,-0.0358,0.0271,1474
2019-10-31,"Minneapolis","KS","Salina","Ottawa County",9220,882.65,-0.0079,0.0036,0.0419,1218
2019-10-31,"Macungie","PA","Allentown-Bethlehem-Easton","Lehigh County",9221,1422.54,0.0304,0.0445,0.0411,1205
2019-10-31,"Battle Lake","MN","Fergus Falls","Otter Tail County",9222,895.99,-0.0251,-0.0539,0.0317,2830
2019-10-31,"Highland Acres","DE","Dover","Kent County",9223,1367.03,0.0244,0.0301,-0.0361,1343
2019-10-31,"Brandon","MI","Detroit-Warren-Dearborn","Oakland County",9224,1909.88,-0.0151,0.0127,-0.0166,1155
2019-10-31,"Maidens","VA","Richmond","Goochland County",9225,1586.14,0.0119,0.0148,0.0011,1251
2019-10-31,"Lake Orion","MI","Detroit-Warren-Dearborn","Oakland County",9226,1387.69,0.0061,-0.0022,-0.0573,1374
2019-10-31,"Town of Bergen","NY","Batavia","Genesee County",9227,1443.86,0.0077,0.0005,0.005,1001
2019-10-31,"Eden","UT","Ogden-Clearfield","Weber County",9228,1447.76,0.0061,-0.0091,-0.0106,3067
2019-10-31,"Wales","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County",9229,1059.92,-0.0014,-0.0277,-0.0426,1179
2019-10-31,"Lucerne","CA","Clearlake","Lake County",9230,1348.94,0.013,0.0281,0.01,1753
2019-10-31,"Monticello","MS",,"Lawrence County",9231,886.72,-0.0133,-0.0204,-0.0473,1106
2019-10-31,"Prentiss","MS",,"Jefferson Davis County",9232,816.59,-0.0291,-0.0547,-0.1227,1282
2019-10-31,"Amity","OR","Portland-Vancouver-Hillsboro","Yamhill County",9233,1784.92,0.048,0.0745,0.1015,1115
2019-10-31,"Stem","NC","Oxford","Granville County",9234,1255.77,0.0229,0.0335,0.0644,1216
2019-10-31,"Cheltenham","MD","Washington-Arlington-Alexandria","Prince Georges County",9235,2035.21,0.0144,0.032,0.1715,1019
2019-10-31,"Hamilton","MO","Kansas City","Caldwell County",9236,888.31,0.0018,0.0147,0.0285,1107
2019-10-31,"Warrenton","GA",,"Warren County",9237,1102.66,-0.0242,0.001,0.0309,1222
2019-10-31,"Orwigsburg","PA","Pottsville","Schuylkill County",9238,893.17,-0.0061,-0.0172,0.099,1111
2019-10-31,"Big Sandy","TN",,"Benton County",9239,856.41,0.0013,0.0115,0.0344,1323
2019-10-31,"Lavalette","WV","Huntington-Ashland","Wayne County",9240,872.36,-0.0086,-0.0039,-0.0007,1191
2019-10-31,"Union Mills","NC","Forest City","Rutherford County",9241,1134.86,0.0464,0.0099,-0.017,1314
2019-10-31,"Claypool","IN","Warsaw","Kosciusko County",9242,1201.49,-0.0034,0.0058,0.0869,1438
2019-10-31,"Birchwood","TN",,"Meigs County",9243,1083.07,-0.0287,-0.0266,0.0296,1128
2019-10-31,"Guttenberg","IA",,"Clayton County",9244,890.79,0.0291,0.0167,0.0279,1501
2019-10-31,"Pitcairn","PA","Pittsburgh","Allegheny County",9245,888.53,0.0257,0.0216,0.0217,1131
2019-10-31,"Volga","SD","Brookings","Brookings County",9246,879.33,0.0429,-0.0017,-0.0398,1140
2019-10-31,"Eldred Township","PA","East Stroudsburg","Monroe County",9247,1283.04,-0.0061,0.0059,0.0151,1073
2019-10-31,"Greenfield","IA",,"Adair County",9248,859.53,-0.0054,-0.0117,-0.0269,1164
2019-10-31,"Hawthorne","NV",,"Mineral County",9249,1264.85,0.0038,0.0035,0.0331,1395
2019-10-31,"Thorndale","PA","Philadelphia-Camden-Wilmington","Chester County",9250,1552.38,-0.0018,0.0117,0.0483,1477
2019-10-31,"National Park","NJ","Philadelphia-Camden-Wilmington","Gloucester County",9251,1433.23,-0.0026,-0.007,-0.0169,1088
2019-10-31,"Niangua","MO","Springfield","Webster County",9252,806.83,0.0003,-0.0165,0.0269,1077
2019-10-31,"Westernport","MD","Cumberland","Allegany County",9253,723.36,0.0485,-0.0157,0.0117,1298
2019-10-31,"Summit Hill","PA","Allentown-Bethlehem-Easton","Carbon County",9254,888.2,0.0367,0.0363,0.039,1405
2019-10-31,"Northfield","MA","Greenfield Town","Franklin County",9255,1514.75,-0.0193,-0.0277,-0.1535,1212
2019-10-31,"Malta","MT",,"Phillips County",9256,954.48,0.0014,0.025,0.0556,1118
2019-10-31,"Lake Darby","OH","Columbus","Franklin County",9257,1410.35,-0.0256,-0.0292,-0.0039,1546
2019-10-31,"Town of Cuba","NY",,"Allegany County",9258,1319.92,-0.0355,-0.0215,-0.0122,1426
2019-10-31,"Baird","TX","Abilene","Callahan County",9259,1181.88,0.0118,0.0155,-0.049,1023
2019-10-31,"Worthington","IN",,"Greene County",9260,971.47,0.0054,0.0106,0.076,1208
2019-10-31,"Paonia","CO",,"Delta County",9261,1591.9,0.0201,0.0236,0.0364,1566
2019-10-31,"Wadmalaw Island","SC","Charleston-North Charleston","Charleston County",9262,1654.35,-0.004,-0.0201,-0.0222,1227
2019-10-31,"Saranac Lake","NY","Malone","Franklin County",9263,1527.3,-0.0119,-0.0138,-0.0341,1535
2019-10-31,"Woodbury Heights","NJ","Philadelphia-Camden-Wilmington","Gloucester County",9264,1494.52,0.0027,0.0082,-0.0073,1087
2019-10-31,"West Orange","TX","Beaumont-Port Arthur","Orange County",9265,1001.24,0.0158,0.0465,0.0177,1375
2019-10-31,"Powell Butte","OR","Prineville","Crook County",9266,1651.4,0.0456,0.1295,0.0324,1684
2019-10-31,"Franklin Township","NJ","Allentown-Bethlehem-Easton","Warren County",9267,1747.65,-0.0017,0.0037,0.0165,1263
2019-10-31,"Paint Township","PA","Somerset","Somerset County",9268,683.73,-0.0229,0.0278,0.1065,1115
2019-10-31,"Churchill","PA","Pittsburgh","Allegheny County",9269,1245.37,-0.0152,-0.0173,-0.023,1607
2019-10-31,"Kimball","NE",,"Kimball County",9270,858.68,-0.0088,-0.0081,-0.051,1203
2019-10-31,"Mansfield Township","NJ","Allentown-Bethlehem-Easton","Warren County",9271,1808.84,-0.0003,0.0087,0.0319,1297
2019-10-31,"Freeland","WA","Oak Harbor","Island County",9272,1782.17,0.0075,0.0146,0.0454,2826
2019-10-31,"Unionville","MO",,"Putnam County",9273,921.86,0.0107,0.0155,-0.0165,2103
2019-10-31,"West End-Cobb Town","AL","Anniston-Oxford-Jacksonville","Calhoun County",9274,622.33,0.0021,-0.0017,-0.0882,1271
2019-10-31,"Mahoning Township","PA","New Castle","Lawrence County",9275,838.94,0.0248,0.0277,-0.0256,1089
2019-10-31,"Town Of Copake","NY","Hudson","Columbia County",9276,1753.96,0.014,0.0927,0.0717,1552
2019-10-31,"Milton","NY","Kingston","Ulster County",9277,1602.9,0.0108,0.0236,-0.0327,1234
2019-10-31,"Wallace","ID",,"Shoshone County",9278,972.1,-0.0028,-0.0372,-0.0014,1505
2019-10-31,"Penbrook","PA","Harrisburg-Carlisle","Dauphin County",9279,960.21,-0.0021,0.0194,0.0272,1147
2019-10-31,"Petersburg","TN",,"Lincoln County",9280,1169.13,0.0469,0.0645,0.0324,1233
2019-10-31,"Mount Morris","MI","Flint","Genesee County",9281,695.27,0.0167,0.0252,-0.0516,1081
2019-10-31,"Jeffersonville","GA","Macon-Bibb County","Twiggs County",9282,994.93,0.0213,0.0204,0.0535,1187
2019-10-31,"Knowlton Township","NJ","Allentown-Bethlehem-Easton","Warren County",9283,1586.89,0.0001,-0.019,0.0316,1187
2019-10-31,"Sanbornton","NH","Laconia","Belknap County",9284,1417.04,-0.0238,-0.0597,-0.014,1660
2019-10-31,"Pratt","KS",,"Pratt County",9285,771.91,-0.005,-0.0051,-0.0064,2864
2019-10-31,"King City","OR","Portland-Vancouver-Hillsboro","Washington County",9286,1610.5,0.006,0.002,0.0012,1934
2019-10-31,"Lakeside","MT","Kalispell","Flathead County",9287,1491,-0.0345,0.0139,0.0048,1724
2019-10-31,"Goodman","MO","Fayetteville-Springdale-Rogers","McDonald County",9288,800.09,0.0083,-0.0046,0.0095,1051
2019-10-31,"Greenhills","OH","Cincinnati","Hamilton County",9289,1092.95,0.0118,0.0421,0.0869,1435
2019-10-31,"Spring Lake","NJ","New York-Newark-Jersey City","Monmouth County",9290,2225.91,-0.0589,-0.1016,-0.0419,4415
2019-10-31,"Boydton","VA",,"Mecklenburg County",9291,1016.02,0.0697,0.1106,0.0438,1798
2019-10-31,"Dunnsville","VA",,"Essex County",9292,1396.06,0.0255,0.0379,0.077,1171
2019-10-31,"East Whiteland Township","PA","Philadelphia-Camden-Wilmington","Chester County",9293,2187.47,-0.0098,0.0009,0.0329,1366
2019-10-31,"Clyde Hill","WA","Seattle-Tacoma-Bellevue","King County",9294,3184.43,-0.0404,-0.0441,-0.0169,1174
2019-10-31,"Victoria","MN","Minneapolis-St. Paul-Bloomington","Carver County",9295,1944.74,0.0019,-0.0025,-0.0529,2674
2019-10-31,"State Road","NC","Mount Airy","Surry County",9296,1197.2,0.0118,0.0256,0.0379,1180
2019-10-31,"Horseshoe Bend","AR",,"Izard County",9297,760.1,-0.0113,0.0063,-0.0728,1528
2019-10-31,"West Farmington","OH","Youngstown-Warren-Boardman","Trumbull County",9298,973.29,0.0762,0.0815,0.2014,1226
2019-10-31,"Conway","NC","Roanoke Rapids","Northampton County",9299,963.17,0.0207,0.0318,-0.0255,1156
2019-10-31,"Callicoon","NY",,"Sullivan County",9300,1311.71,0.0005,0.0095,0.0596,1510
2019-10-31,"Longboat Key","FL","North Port-Sarasota-Bradenton","Sarasota County",9301,4403.75,0.0382,0.0365,0.0823,10794
2019-10-31,"Princeville","IL","Peoria","Peoria County",9302,1011.41,0.0043,0.0005,0.0611,1179
2019-10-31,"Amity Gardens","PA","Reading","Berks County",9303,1227.13,-0.0276,-0.0368,-0.0677,1177
2019-10-31,"Fayetteville","OH","Cincinnati","Brown County",9304,1014.29,0.0083,0.0282,0.0234,1159
2019-10-31,"Magnolia","KY",,"Hart County",9305,837.57,-0.0038,0.0011,0.0063,1006
2019-10-31,"Stryker","OH",,"Williams County",9306,937.98,0.0194,0.0148,0.0433,1058
2019-10-31,"Gerald","MO","St. Louis","Franklin County",9307,876.91,0.0663,0.1349,-0.0106,1275
2019-10-31,"Sale Creek","TN","Chattanooga","Hamilton County",9308,1061.37,-0.0346,-0.0768,-0.0378,1324
2019-10-31,"Oak Ridge North","TX","Houston-The Woodlands-Sugar Land","Montgomery County",9309,1874.97,0.0117,0.0266,0.0081,1216
2019-10-31,"Maple Falls","WA","Bellingham","Whatcom County",9310,1646.63,0.0426,0.0349,0.127,1190
2019-10-31,"Spencer","OH","Cleveland-Elyria","Medina County",9311,1312.02,0.0145,0.0379,0.0379,1287
2019-10-31,"Richmond","UT","Logan","Cache County",9312,1197.24,0.0221,0.0235,-0.0533,1140
2019-10-31,"Ogilvie","MN",,"Kanabec County",9313,1362.86,-0.0072,-0.0071,-0.0148,1050
2019-10-31,"Le Roy","IL","Bloomington","McLean County",9314,857.66,0.0401,0.0487,-0.0178,1523
2019-10-31,"Fowler","MI","Lansing-East Lansing","Clinton County",9315,1126.75,-0.0479,-0.0764,-0.0636,1193
2019-10-31,"East Petersburg","PA","Lancaster","Lancaster County",9316,1258.66,0.0261,0.034,0.0255,1871
2019-10-31,"Cross Roads","TX","Dallas-Fort Worth-Arlington","Denton County",9317,1677.77,-0.0118,0.0084,-0.0175,1021
2019-10-31,"Spirit Lake","ID","Coeur d'Alene","Kootenai County",9318,1507.97,0.0115,0.0437,0.1229,1877
2019-10-31,"Louisville","IL",,"Clay County",9319,1095.82,0.0584,0.0673,0.0544,1016
2019-10-31,"Parrottsville","TN","Newport","Cocke County",9320,986.56,0.0293,0.039,0.0324,1375
2019-10-31,"Jeromesville","OH","Ashland","Ashland County",9321,723.05,-0.0201,-0.0059,-0.0357,1210
2019-10-31,"Biscayne Park","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",9322,1749.07,0.0246,0.0296,-0.0338,1386
2019-10-31,"Chiloquin","OR","Klamath Falls","Klamath County",9323,958.01,-0.0004,-0.008,0.0551,1272
2019-10-31,"Sac City","IA",,"Sac County",9324,838.3,0.0296,0.0301,-0.0066,1267
2019-10-31,"Lakefield","MN",,"Jackson County",9325,1025.02,-0.0395,-0.0525,-0.0879,1164
2019-10-31,"Goshen","CT","Torrington","Litchfield County",9326,1560.69,0.0554,0.0399,0.0391,1838
2019-10-31,"Ellis","KS","Hays","Ellis County",9327,840.98,-0.009,-0.0124,-0.0205,1275
2019-10-31,"South Annville Township","PA","Lebanon","Lebanon County",9328,1271.44,0.0385,0.035,0.0626,1137
2019-10-31,"Baxley","GA",,"Appling County",9329,901.25,-0.0078,-0.0762,0.0535,1884
2019-10-31,"Fort Shawnee","OH","Lima","Allen County",9330,1171.6,0.0547,0.0346,0.1928,1335
2019-10-31,"Elkland","MO","Springfield","Dallas County",9331,831.32,-0.0022,0.0064,0.0478,1159
2019-10-31,"Hanapepe","HI","Kapaa","Kauai County",9332,2488.03,0.0388,0.0805,0.048,1230
2019-10-31,"El Lago","TX","Houston-The Woodlands-Sugar Land","Harris County",9333,1379.4,0.0056,0.0096,0.0269,1305
2019-10-31,"Milan","OH","Sandusky","Erie County",9334,1218.55,0.0022,0.0319,0.0763,1132
2019-10-31,"Marceline","MO",,"Chariton County",9335,840.72,0.0361,0.0316,0.0075,1171
2019-10-31,"Hudson","NC","Hickory-Lenoir-Morganton","Caldwell County",9336,1124.64,0.0083,0.0246,0.0509,1390
2019-10-31,"Ford City","PA","Pittsburgh","Armstrong County",9337,908.09,0.0573,0.0307,0.0106,1306
2019-10-31,"Boyce","VA","Washington-Arlington-Alexandria","Clarke County",9338,1571.19,-0.0025,0.0311,0.0456,1496
2019-10-31,"Inez","TX","Victoria","Victoria County",9339,1515.7,0.004,0.0086,0.0399,1113
2019-10-31,"Pittsford","VT","Rutland","Rutland County",9340,1378.6,-0.0731,-0.0334,-0.1484,1063
2019-10-31,"Riverview","MO","St. Louis","Saint Louis County",9341,825.27,0.0189,0.0076,0.0006,1107
2019-10-31,"Keego Harbor","MI","Detroit-Warren-Dearborn","Oakland County",9342,1198.55,0.0036,0.0203,-0.0219,1307
2019-10-31,"Manson","WA","Wenatchee","Chelan County",9343,1627.53,-0.0319,-0.0473,0.0134,1632
2019-10-31,"Town of Nunda","NY","Rochester","Livingston County",9344,1340.23,-0.0155,-0.0007,0.0187,1024
2019-10-31,"Bremen","OH","Columbus","Fairfield County",9345,1088.41,-0.0058,-0.0365,0.1104,1338
2019-10-31,"Townsend","TN","Knoxville","Blount County",9346,1203.61,-0.0039,0.0346,0.0089,2229
2019-10-31,"Markle","IN","Fort Wayne","Wells County",9347,946.21,0.0815,0.051,-0.0264,1031
2019-10-31,"Lowell","NC","Charlotte-Concord-Gastonia","Gaston County",9348,1103.71,-0.0073,-0.0043,-0.0409,1463
2019-10-31,"Magnolia","OH","Canton-Massillon","Stark County",9349,902.97,0.0505,0.071,0.0281,1031
2019-10-31,"Dunbarton","NH","Concord","Merrimack County",9350,1932.55,0.0538,0.105,0.1237,1250
2019-10-31,"Paw Paw","WV","Winchester","Hampshire County",9351,858.51,-0.0078,-0.0058,-0.0387,1765
2019-10-31,"Northwood","IA","Mason City","Worth County",9352,821.51,-0.0008,0.0046,-0.133,1231
2019-10-31,"Auberry","CA","Fresno","Fresno County",9353,1503.38,0.0206,0.0197,0.0213,1882
2019-10-31,"Port Republic","MD","Washington-Arlington-Alexandria","Calvert County",9354,1863.64,-0.0019,-0.0053,0.0298,1473
2019-10-31,"Lake Belvedere Estates","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",9355,1921.29,-0.0038,-0.0029,0.0136,1248
2019-10-31,"Centerville","IA",,"Appanoose County",9356,738.1,0.0053,-0.0356,-0.047,1734
2019-10-31,"Kent","CT","Torrington","Litchfield County",9357,1639.76,-0.0078,-0.0072,0.0474,1601
2019-10-31,"Bristol","NH","Claremont-Lebanon","Grafton County",9358,1573.04,0.0477,0.0183,0.1263,3790
2019-10-31,"North Catasauqua","PA","Allentown-Bethlehem-Easton","Northampton County",9359,1314.56,0.0076,0.0171,0.0151,1193
2019-10-31,"Carlton","NY","Rochester","Orleans County",9360,1401.72,-0.0068,0.0056,0.0241,1474
2019-10-31,"Farmland","IN",,"Randolph County",9361,910.67,0.0358,0.0429,0.0339,1187
2019-10-31,"Hamilton","MT",,"Ravalli County",9362,1073.86,0.0115,0.0177,0.0573,1677
2019-10-31,"Marion","KS",,"Marion County",9363,825.16,-0.0022,-0.0093,0.0024,1519
2019-10-31,"Yates Center","KS",,"Woodson County",9364,759.74,0.0299,0.0315,-0.0125,1198
2019-10-31,"Town Of Hector","NY",,"Schuyler County",9365,1633.66,0.001,0.007,0.0427,1241
2019-10-31,"Middleburg","VA","Washington-Arlington-Alexandria","Loudoun County",9366,2241.33,-0.0194,-0.0162,-0.0156,1335
2019-10-31,"Louisville","NE","Omaha-Council Bluffs","Cass County",9367,1206.09,0.0062,0.0167,-0.018,1066
2019-10-31,"Rosewood Heights","IL","St. Louis","Madison County",9368,833.35,-0.0122,-0.0207,0.011,1777
2019-10-31,"Liberty Township","NJ","Allentown-Bethlehem-Easton","Warren County",9369,1621.91,-0.0055,0.0053,0.008,1264
2019-10-31,"Ten Mile","TN",,"Meigs County",9370,1134.83,-0.0495,-0.0359,0.0823,1232
2019-10-31,"Robins","IA","Cedar Rapids","Linn County",9371,1307.77,0,0.0391,0.0415,1184
2019-10-31,"East Norwich","NY","New York-Newark-Jersey City","Nassau County",9372,2885.71,-0.0236,-0.0552,-0.0728,1092
2019-10-31,"Springdale","SC","Columbia","Lexington County",9373,1258.02,0.0086,0.02,-0.008,1166
2019-10-31,"Superior","AZ","Phoenix-Mesa-Scottsdale","Pinal County",9374,1223.84,0.0092,0.0289,0.0062,1199
2019-10-31,"Haleyville","AL",,"Winston County",9375,879.64,0.0236,0.044,-0.0359,1357
2019-10-31,"Montezuma","IA",,"Poweshiek County",9376,923.12,-0.0343,-0.0654,-0.0689,1573
2019-10-31,"Penhook","VA","Roanoke","Franklin County",9377,1254.16,-0.0191,-0.0231,0.0992,1690
2019-10-31,"Town Of Shandaken","NY","Kingston","Ulster County",9378,1603.63,0.0219,0.0625,0.0287,2037
2019-10-31,"Kenhorst","PA","Reading","Berks County",9379,1192.96,0.0101,0.0274,-0.0047,1180
2019-10-31,"Town Of Davenport","NY",,"Delaware County",9380,1516.45,-0.0147,0.0301,-0.0398,1199
2019-10-31,"Kingsville","MO","Warrensburg","Johnson County",9381,1163.24,0.0228,0.0604,0.0471,1266
2019-10-31,"Prospect","TN",,"Giles County",9382,1087.76,-0.0006,0.027,-0.0622,1077
2019-10-31,"Gaston","IN","Muncie","Delaware County",9383,812.62,-0.0272,-0.068,-0.1007,1104
2019-10-31,"Rock Cave","WV",,"Upshur County",9384,860.84,-0.017,-0.0037,0.004,1254
2019-10-31,"Allamuchy-Panther Valley","NJ","Allentown-Bethlehem-Easton","Warren County",9385,1676.5,-0.0092,-0.0272,0.006,2220
2019-10-31,"Overton","NV","Las Vegas-Henderson-Paradise","Clark County",9386,1405.76,0.0063,0.001,0.0407,1153
2019-10-31,"Miromar Lakes","FL","Cape Coral-Fort Myers","Lee County",9387,4325.82,0.051,0.0724,0.3072,1428
2019-10-31,"Ellinwood","KS","Great Bend","Barton County",9388,700.36,0,0.0407,-0.0366,1193
2019-10-31,"Kings Beach","CA","Sacramento--Roseville--Arden-Arcade","Placer County",9389,2510.92,-0.0033,0.0057,0.0512,1113
2019-10-31,"Cloverdale","OR",,"Tillamook County",9390,1476.07,0.02,0.0356,0.0142,2806
2019-10-31,"Nanjemoy","MD","Washington-Arlington-Alexandria","Charles County",9391,1591.09,-0.029,-0.0348,-0.0312,1058
2019-10-31,"Wynantskill","NY","Albany-Schenectady-Troy","Rensselaer County",9392,1147.08,0.0041,-0.01,-0.0396,1398
2019-10-31,"Carolina Shores","NC","Myrtle Beach-Conway-North Myrtle Beach","Brunswick County",9393,1388.71,0.0091,0.017,-0.0043,2788
2019-10-31,"Redwood Falls","MN",,"Redwood County",9394,938.12,-0.0012,-0.0227,-0.0197,1226
2019-10-31,"Bluemont","VA","Washington-Arlington-Alexandria","Clarke County",9395,1798.34,0.0198,0.0143,-0.1676,1544
2019-10-31,"Holt","MO","Kansas City","Clay County",9396,1216.28,0.0052,0.0476,0.0509,1429
2019-10-31,"Delmar Township","PA",,"Tioga County",9397,1158.6,0.0219,0.0273,0.1675,1280
2019-10-31,"Gramercy","LA","New Orleans-Metairie","Saint James Parish",9398,1141.18,-0.0143,-0.026,-0.0892,1148
2019-10-31,"Eagle Rock","VA","Roanoke","Botetourt County",9399,1052.09,-0.0695,-0.0645,0.0067,1281
2019-10-31,"Buchanan","TN","Paris","Henry County",9400,963.34,-0.0065,0.0038,0.0464,1051
2019-10-31,"Ackley","IA",,"Hardin County",9401,766.19,0.0031,0.0036,-0.0555,1378
2019-10-31,"Neodesha","KS",,"Wilson County",9402,816.82,0.0213,0.0217,0.0366,1387
2019-10-31,"Voorheesville","NY","Albany-Schenectady-Troy","Albany County",9403,1301.17,0.0233,0.0292,-0.0053,1027
2019-10-31,"Somerset","CA","Sacramento--Roseville--Arden-Arcade","El Dorado County",9404,1833.6,-0.001,-0.0084,0.0002,1446
2019-10-31,"Shady Cove","OR","Medford","Jackson County",9405,1428.13,0.0026,0.0234,0.0209,1114
2019-10-31,"Herington","KS",,"Dickinson County",9406,805.61,0.0072,0.0144,-0.0489,1754
2019-10-31,"Town Of Berne","NY","Albany-Schenectady-Troy","Albany County",9407,1354.34,0.0167,0.0337,-0.0166,1205
2019-10-31,"Big Timber","MT",,"Sweet Grass County",9408,1273.58,0.0073,0.0094,0.0072,1379
2019-10-31,"Queenstown","MD","Baltimore-Columbia-Towson","Queen Annes County",9409,2074.89,-0.0043,0.0144,0.0121,1533
2019-10-31,"Denver","IA","Waterloo-Cedar Falls","Bremer County",9410,949.35,-0.0051,-0.0051,-0.0537,1248
2019-10-31,"Grantsville","WV",,"Calhoun County",9411,800.31,0.0142,0.0158,-0.0339,1270
2019-10-31,"Oneonta","AL","Birmingham-Hoover","Blount County",9412,930.5,0.0197,0.0425,0.0525,2123
2019-10-31,"Lancaster","NH","Berlin","Coos County",9413,1313.34,-0.0176,-0.0259,0.0816,1272
2019-10-31,"Highlandville","MO","Springfield","Christian County",9414,893.44,-0.0215,-0.0322,0.0136,1075
