"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-10-31,"Windsor Mill","MD","Baltimore-Columbia-Towson","Baltimore County",1262,1487.66,0.0149,0.014,-0.0033,9542
2019-10-31,"Wooster","OH","Wooster","Wayne County",1263,878.13,0.0157,0.073,0.0348,13948
2019-10-31,"Fair Oaks","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",1264,1843.24,-0.0011,0.0077,0.0253,15564
2019-10-31,"Brunswick","OH","Cleveland-Elyria","Medina County",1265,1246.97,0.0044,0.0199,0.0045,16910
2019-10-31,"Monrovia","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1266,2501.53,0.0116,0.0184,0.0036,11343
2019-10-31,"Prairieville","LA","Baton Rouge","Ascension Parish",1267,1468.93,-0.0225,-0.0446,-0.0835,1475
2019-10-31,"Brentwood","TN","Nashville-Davidson--Murfreesboro--Franklin","Williamson County",1268,2298.49,0.0094,0.0017,0.0212,17382
2019-10-31,"Walla Walla","WA","Walla Walla","Walla Walla County",1269,1365.03,0.0113,0.0294,0.1224,14354
2019-10-31,"Bell Gardens","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1270,2153.57,0.0101,0.0124,-0.1061,3744
2019-10-31,"Covington","KY","Cincinnati","Kenton County",1271,1156.36,-0.0015,0.0152,0.0584,9982
2019-10-31,"Rancho Santa Margarita","CA","Los Angeles-Long Beach-Anaheim","Orange County",1272,2538.98,-0.0016,0.0104,0.014,15724
2019-10-31,"Concord","NH","Concord","Merrimack County",1273,1561.22,0.0216,0.0561,0.0582,12242
2019-10-31,"Peachtree Corners","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",1274,1524.54,0.0114,0.011,0.0117,13418
2019-10-31,"Chesterfield","MO","St. Louis","Saint Louis County",1275,1524.68,0.0143,0.0299,0.0423,18754
2019-10-31,"Phenix City","AL","Columbus","Russell County",1276,834.84,0.0056,-0.0009,-0.0003,13678
2019-10-31,"Texas City","TX","Houston-The Woodlands-Sugar Land","Galveston County",1277,1199.38,0.0143,0.0195,0.0168,14834
2019-10-31,"Lake Oswego","OR","Portland-Vancouver-Hillsboro","Clackamas County",1278,1889.73,-0.0085,0.0016,-0.0243,19740
2019-10-31,"Hicksville","NY","New York-Newark-Jersey City","Nassau County",1279,2689.2,0.0062,0.0164,0.0205,13780
2019-10-31,"Fenton","MI","Flint","Genesee County",1280,1324.81,0.0103,0.025,-0.0286,16964
2019-10-31,"Xenia","OH","Dayton","Greene County",1281,1299.5,0.0344,0.0686,0.1773,14182
2019-10-31,"Campbell","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",1282,3409.16,0.0029,0.0022,0.0139,12281
2019-10-31,"Lake Mary","FL","Orlando-Kissimmee-Sanford","Seminole County",1283,1445.8,0.0061,0.0126,0.0066,16869
2019-10-31,"Raeford","NC","Fayetteville","Hoke County",1284,1123.44,0.0206,0.035,0.0391,17292
2019-10-31,"Russellville","AR","Russellville","Pope County",1285,848.34,0.0205,0.0354,-0.0061,10469
2019-10-31,"Penn Hills","PA","Pittsburgh","Allegheny County",1286,985.66,0.0089,0.018,0.0127,18173
2019-10-31,"Arlington","WA","Seattle-Tacoma-Bellevue","Snohomish County",1287,1750.06,-0.0232,-0.0218,0.0163,13840
2019-10-31,"Cutler Bay","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",1288,1816.2,0.0102,0.0205,0.0107,19562
2019-10-31,"Wenatchee","WA","Wenatchee","Chelan County",1289,1558.65,0.0107,0.0061,0.0344,12698
2019-10-31,"Rockledge","FL","Palm Bay-Melbourne-Titusville","Brevard County",1290,1425.59,0.0048,0.0024,0.0279,21143
2019-10-31,"Carol Stream","IL","Chicago-Naperville-Elgin","DuPage County",1291,1591.85,0.0103,0.0135,0.0016,11513
2019-10-31,"Oswego","IL","Chicago-Naperville-Elgin","Kendall County",1292,1659.54,-0.0007,0.0045,0.0064,2956
2019-10-31,"Billerica","MA","Boston-Cambridge-Newton","Middlesex County",1293,2244.48,-0.0245,-0.0098,0.0008,14222
2019-10-31,"Keller","TX","Dallas-Fort Worth-Arlington","Tarrant County",1294,1416.76,-0.0081,-0.0072,0.0028,17350
2019-10-31,"Hopkinsville","KY","Clarksville","Christian County",1295,800.79,0.0166,0.0122,-0.0289,6343
2019-10-31,"Kearny","NJ","New York-Newark-Jersey City","Hudson County",1296,1987.84,0.014,0.0248,0.0522,7484
2019-10-31,"State College","PA","State College","Centre County",1297,1450.83,0.0597,0.053,0.0794,4946
2019-10-31,"Coppell","TX","Dallas-Fort Worth-Arlington","Dallas County",1298,1495,-0.0126,-0.015,-0.0214,13887
2019-10-31,"Martinez","GA","Augusta-Richmond County","Columbia County",1299,1225.16,0.0022,0.0024,-0.023,16701
2019-10-31,"Crystal Lake","IL","Chicago-Naperville-Elgin","McHenry County",1300,1565.12,0.0066,0.0251,0.0144,7144
2019-10-31,"Mt Laurel Township","NJ","Philadelphia-Camden-Wilmington","Burlington County",1301,1586.68,0.0048,0.0172,-0.0078,19442
2019-10-31,"Menlo Park","CA","San Francisco-Oakland-Hayward","San Mateo County",1302,4287.67,-0.0113,0.0007,-0.0227,12938
2019-10-31,"Greeneville","TN","Greeneville","Greene County",1303,815.66,0.0232,0.0249,0.0313,16035
2019-10-31,"Burlington","VT","Burlington-South Burlington","Chittenden County",1304,2059.6,0.0551,0.0469,0.0471,10257
2019-10-31,"Gaffney","SC","Gaffney","Cherokee County",1305,824.35,-0.0082,-0.1111,-0.1867,6417
2019-10-31,"San Bruno","CA","San Francisco-Oakland-Hayward","San Mateo County",1306,3348,0.0038,0.0066,0.0457,13789
2019-10-31,"Fenton","MO","St. Louis","Saint Louis County",1307,1101.99,0.0299,0.0404,0.0523,14925
2019-10-31,"Merritt Island","FL","Palm Bay-Melbourne-Titusville","Brevard County",1308,1512.32,-0.0016,-0.0011,0.032,20258
2019-10-31,"Pekin","IL","Peoria","Tazewell County",1309,859.08,0.035,0.0558,0.0319,14348
2019-10-31,"Linden","NJ","New York-Newark-Jersey City","Union County",1310,1791.36,0.0102,0.0167,0.0229,11149
2019-10-31,"Winder","GA","Atlanta-Sandy Springs-Roswell","Barrow County",1311,1249.67,-0.0011,0.0052,0.0269,16309
2019-10-31,"Tupelo","MS","Tupelo","Lee County",1312,949.07,0.002,-0.006,-0.0154,1300
2019-10-31,"Muskogee","OK","Muskogee","Muskogee County",1313,620.92,0.0059,0.0075,-0.0973,14216
2019-10-31,"Westfield","MA","Springfield","Hampden County",1314,1230.49,-0.0191,-0.0174,0.0068,12129
2019-10-31,"Gillette","WY","Gillette","Campbell County",1315,1117.79,0.035,0.0595,-0.066,11156
2019-10-31,"North Lauderdale","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",1316,1521.35,0.0045,0.009,0.016,15393
2019-10-31,"Urbandale","IA","Des Moines-West Des Moines","Polk County",1317,1121.38,0.0043,0.0094,-0.0219,16250
2019-10-31,"Liverpool","NY","Syracuse","Onondaga County",1318,1191.96,0.003,0.0183,-0.0254,12879
2019-10-31,"Woonsocket","RI","Providence-Warwick","Providence County",1319,1202.34,-0.003,0.0102,0.0201,9140
2019-10-31,"Levittown","NY","New York-Newark-Jersey City","Nassau County",1320,2588.69,-0.0032,0.0049,0.0176,14838
2019-10-31,"Lenoir","NC","Hickory-Lenoir-Morganton","Caldwell County",1321,1090.47,0.0079,0.0242,0.0316,14099
2019-10-31,"Bear","DE","Philadelphia-Camden-Wilmington","New Castle County",1322,1473.72,0.0192,0.0316,0.1016,13665
2019-10-31,"Hudson","FL","Tampa-St. Petersburg-Clearwater","Pasco County",1323,1224.17,0.0065,0.0007,-0.0019,20127
2019-10-31,"Bartlesville","OK","Bartlesville","Washington County",1324,956.39,0.0426,0.059,0.0917,16668
2019-10-31,"Shelton","CT","Bridgeport-Stamford-Norwalk","Fairfield County",1325,1621.39,-0.0137,-0.0386,-0.0345,16784
2019-10-31,"Berkeley Township","NJ","New York-Newark-Jersey City","Ocean County",1326,1641.99,0.0026,0.0061,-0.0306,24924
2019-10-31,"Northville","MI","Detroit-Warren-Dearborn","Wayne County",1327,1583.74,0.014,0.0363,0.0352,17891
2019-10-31,"North Brunswick Township","NJ","New York-Newark-Jersey City","Middlesex County",1328,1883.75,0.0006,-0.0033,-0.0135,11602
2019-10-31,"Somerset","KY","Somerset","Pulaski County",1329,740.71,-0.009,-0.0537,-0.1451,14648
2019-10-31,"Addison","IL","Chicago-Naperville-Elgin","DuPage County",1330,1750.62,0.0091,0.0208,0.03,9700
2019-10-31,"Fitchburg","MA","Worcester","Worcester County",1331,1325.65,-0.0007,0.0016,0.0515,11518
2019-10-31,"Gonzales","LA","Baton Rouge","Ascension Parish",1332,1414.1,-0.0012,-0.0249,-0.0425,1392
2019-10-31,"Leominster","MA","Worcester","Worcester County",1333,1410.26,0.0013,0.0075,0.0179,12618
2019-10-31,"Franklin Township","NJ","New York-Newark-Jersey City","Somerset County",1334,2005.57,-0.0013,-0.0065,-0.0085,15746
2019-10-31,"Opelika","AL","Auburn-Opelika","Lee County",1335,1109.04,0.0476,0.0605,0.046,13076
2019-10-31,"Taylors","SC","Greenville-Anderson-Mauldin","Greenville County",1336,1109.74,0.0194,0.0249,-0.0011,11787
2019-10-31,"Paso Robles","CA","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County",1337,2185.23,-0.0109,-0.0134,0.0047,14808
2019-10-31,"San Pablo","CA","San Francisco-Oakland-Hayward","Contra Costa County",1338,2529.99,0.0151,0.0345,0.026,20192
2019-10-31,"Ballwin","MO","St. Louis","Saint Louis County",1339,1410.92,0.016,0.0355,0.022,15258
2019-10-31,"The Colony","TX","Dallas-Fort Worth-Arlington","Denton County",1340,1564.86,0.0089,0.0129,0.0156,15296
2019-10-31,"Bluffton","SC","Hilton Head Island-Bluffton-Beaufort","Beaufort County",1341,1667.03,0.0061,0.0016,0.0167,28503
2019-10-31,"Moses Lake","WA","Moses Lake","Grant County",1342,1137.57,0.022,0.0443,0.0457,11655
2019-10-31,"North Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",1343,1955.88,0.0009,0.0039,0.02,18811
2019-10-31,"La Puente","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1344,2380.98,0.0288,0.0389,0.008,7570
2019-10-31,"Marlboro Township","NJ","New York-Newark-Jersey City","Monmouth County",1345,2268.95,0.0117,0.0401,0.0153,13991
2019-10-31,"Essex","MD","Baltimore-Columbia-Towson","Baltimore County",1346,1489.69,0.0067,0.0086,-0.0075,12014
2019-10-31,"Bullhead City","AZ","Lake Havasu City-Kingman","Mohave County",1347,1217.19,0.0128,0.0476,0.0907,3991
2019-10-31,"Aiea","HI","Urban Honolulu","Honolulu County",1348,2280.79,-0.0131,-0.0033,0.0055,14492
2019-10-31,"Lancaster","TX","Dallas-Fort Worth-Arlington","Dallas County",1349,1279.8,-0.0125,-0.0257,-0.0363,12567
2019-10-31,"Teaneck","NJ","New York-Newark-Jersey City","Bergen County",1350,2014.82,0.0032,0.0019,0.0083,11886
2019-10-31,"Manalapan Township","NJ","New York-Newark-Jersey City","Monmouth County",1351,2038.6,0.0038,0.0093,0.0315,15471
2019-10-31,"Painesville","OH","Cleveland-Elyria","Lake County",1352,1050.06,0.0059,-0.0145,-0.0233,15472
2019-10-31,"Holyoke","MA","Springfield","Hampden County",1353,1195.33,0.0105,0.0205,0.0095,8106
2019-10-31,"Ceres","CA","Modesto","Stanislaus County",1354,1505.49,0.0005,0.0221,0.035,10740
2019-10-31,"Elmont","NY","New York-Newark-Jersey City","Nassau County",1355,2521.94,0.0091,0.0202,0.0265,11020
2019-10-31,"Salem","MA","Boston-Cambridge-Newton","Essex County",1356,2027.95,0.0133,0.017,0.0374,14125
2019-10-31,"Middle River","MD","Baltimore-Columbia-Towson","Baltimore County",1357,1480.6,0.0122,0.0019,-0.0638,12819
2019-10-31,"Fond du Lac","WI","Fond du Lac","Fond du Lac County",1358,839.92,-0.0023,-0.0072,0.0682,13067
2019-10-31,"Owasso","OK","Tulsa","Tulsa County",1359,898.37,0.0134,0.0216,0.0112,16980
2019-10-31,"Brookfield","WI","Milwaukee-Waukesha-West Allis","Waukesha County",1360,1835.91,0.0026,0.0034,0.0129,14495
2019-10-31,"Monroe Township","NJ","New York-Newark-Jersey City","Middlesex County",1361,1941.54,0.0238,0.0337,0.013,23901
2019-10-31,"Norwich","CT","Norwich-New London","New London County",1362,1222.53,0.0143,0.0326,0.0241,14854
2019-10-31,"Beaufort","SC","Hilton Head Island-Bluffton-Beaufort","Beaufort County",1363,1478.08,0.0014,0.0026,-0.0026,11680
2019-10-31,"Sun City","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",1364,1334.7,0.0162,0.0275,0.0421,29864
2019-10-31,"Streamwood","IL","Chicago-Naperville-Elgin","Cook County",1365,1566.68,-0.011,-0.0072,0.0089,15599
2019-10-31,"Moorhead","MN","Fargo","Clay County",1366,966.3,0.0035,0.0186,-0.0496,2002
2019-10-31,"Rancho Palos Verdes","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1367,3580.23,0.0236,0.0249,-0.0147,16191
2019-10-31,"Henderson","NC","Henderson","Vance County",1368,797.1,0.0094,0.0082,0.0118,12152
2019-10-31,"Hilliard","OH","Columbus","Franklin County",1369,1378.9,0.015,0.0113,-0.0061,13606
2019-10-31,"Mundelein","IL","Chicago-Naperville-Elgin","Lake County",1370,1626.15,-0.003,-0.0014,0.0095,13374
2019-10-31,"New Berlin","WI","Milwaukee-Waukesha-West Allis","Waukesha County",1371,1566.56,0.0083,0.0145,0.1307,14268
2019-10-31,"Los Banos","CA","Merced","Merced County",1372,1452.35,-0.0015,0.0109,0.024,12871
2019-10-31,"Wheeling","IL","Chicago-Naperville-Elgin","Cook County",1373,1500.49,-0.011,-0.0104,0.0254,14173
2019-10-31,"Stevens Point","WI","Stevens Point","Portage County",1374,826.95,0.0321,0.0029,-0.1304,6889
2019-10-31,"Scarsdale","NY","New York-Newark-Jersey City","Westchester County",1375,2608.32,0.0076,0.0118,0.0038,9178
2019-10-31,"Amherst","MA","Springfield","Hampshire County",1376,2092.14,-0.0008,-0.0437,0.0659,6361
2019-10-31,"Cleburne","TX","Dallas-Fort Worth-Arlington","Johnson County",1377,1253.3,0.0071,0.0468,-0.0045,10441
2019-10-31,"Clinton","MD","Washington-Arlington-Alexandria","Prince Georges County",1378,1894.07,0.0067,0.0182,0.0436,13930
2019-10-31,"Casselberry","FL","Orlando-Kissimmee-Sanford","Seminole County",1379,1418.02,0.0018,0.0102,-0.008,15793
2019-10-31,"Kerrville","TX","Kerrville","Kerr County",1380,1353.27,0.0138,0.0409,-0.0597,11365
2019-10-31,"Germantown","TN","Memphis","Shelby County",1381,2093.91,-0.0036,0.0072,0.0402,15083
2019-10-31,"Bartlett","IL","Chicago-Naperville-Elgin","DuPage County",1382,1679.24,0.0073,0.0027,-0.0123,10714
2019-10-31,"Marlborough","MA","Boston-Cambridge-Newton","Middlesex County",1383,2336.78,-0.0124,0.0139,0.0522,13129
2019-10-31,"Montclair","NJ","New York-Newark-Jersey City","Essex County",1384,1928.04,-0.0103,0,-0.0128,13393
2019-10-31,"Maplewood","MN","Minneapolis-St. Paul-Bloomington","Ramsey County",1385,1349.03,-0.0273,-0.0208,-0.0075,12700
2019-10-31,"Hillsborough Township","NJ","New York-Newark-Jersey City","Somerset County",1386,2026.4,-0.0188,-0.0204,-0.0119,14611
2019-10-31,"Spanish Fork","UT","Provo-Orem","Utah County",1387,1279.49,0.0142,0.0271,0.0036,10910
2019-10-31,"Burleson","TX","Dallas-Fort Worth-Arlington","Johnson County",1388,1251.81,0.0368,0.0428,0.0158,15897
2019-10-31,"Jacksonville","AR","Little Rock-North Little Rock-Conway","Pulaski County",1389,687.61,0.0071,-0.0008,-0.0179,12088
2019-10-31,"Bristol","TN","Kingsport-Bristol-Bristol","Sullivan County",1390,853.6,0.0213,0.0324,0.0152,15975
2019-10-31,"North Augusta","SC","Augusta-Richmond County","Aiken County",1391,1106.69,0.0286,0.0766,0.1055,13150
2019-10-31,"Riverton","UT","Salt Lake City","Salt Lake County",1392,1643.34,0.0121,0.0262,0.0446,14506
2019-10-31,"Bowling Green","OH","Toledo","Wood County",1393,1305.86,0.0076,0.0202,-0.0262,6946
2019-10-31,"Wheeling","WV","Wheeling","Ohio County",1394,919.44,0.0004,-0.0255,-0.0624,14579
2019-10-31,"Woodinville","WA","Seattle-Tacoma-Bellevue","King County",1395,2143.9,0.0538,0.0411,0.0518,13839
2019-10-31,"West Babylon","NY","New York-Newark-Jersey City","Suffolk County",1396,2543.31,0.0067,0.0141,0.0197,2076
2019-10-31,"Milton","GA","Atlanta-Sandy Springs-Roswell","Fulton County",1397,1650.67,-0.0065,-0.0144,0.0222,16494
2019-10-31,"Kinston","NC","Kinston","Lenoir County",1398,891.61,0.0769,0.2236,0.2703,14405
2019-10-31,"Kendall West","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",1399,1855.32,0.0021,0.003,0.0004,15271
2019-10-31,"Belton","TX","Killeen-Temple","Bell County",1400,1036.96,0.0038,0.0231,0.034,10888
2019-10-31,"Elizabeth City","NC","Elizabeth City","Pasquotank County",1401,955.19,0.03,0.0283,0.057,16448
2019-10-31,"Woburn","MA","Boston-Cambridge-Newton","Middlesex County",1402,2336.4,-0.0237,-0.0134,-0.0139,13515
2019-10-31,"Montgomery","TX","Houston-The Woodlands-Sugar Land","Montgomery County",1403,1482.74,0.0092,0.0113,0.0144,25531
2019-10-31,"Lake Wales","FL","Lakeland-Winter Haven","Polk County",1404,1079.4,0.0051,0.0027,-0.026,12778
2019-10-31,"Great Neck","NY","New York-Newark-Jersey City","Nassau County",1405,3151.77,-0.0083,0.0025,0.0047,15121
2019-10-31,"Brighton","CO","Denver-Aurora-Lakewood","Adams County",1406,1712.14,-0.0031,-0.0077,-0.0012,11905
2019-10-31,"Lebanon","OH","Cincinnati","Warren County",1407,1400.07,0.0124,0.0174,-0.0228,11546
2019-10-31,"Lutherville Timonium","MD","Baltimore-Columbia-Towson","Baltimore County",1408,1807.3,0.0227,0.0428,-0.0221,13746
2019-10-31,"Northbrook","IL","Chicago-Naperville-Elgin","Cook County",1409,2144.02,0.0026,0.01,0.0574,16860
2019-10-31,"Oakley","CA","San Francisco-Oakland-Hayward","Contra Costa County",1410,2283.35,-0.0021,0.0063,0.0372,24658
2019-10-31,"Papillion","NE","Omaha-Council Bluffs","Sarpy County",1411,1209.25,0.0026,-0.0051,-0.0219,12863
2019-10-31,"Nottingham","MD","Baltimore-Columbia-Towson","Baltimore County",1412,1501.09,0.0027,-0.0018,-0.0009,13566
2019-10-31,"Waianae","HI","Urban Honolulu","Honolulu County",1413,1957.4,-0.0237,-0.0041,-0.0067,13848
2019-10-31,"Wentzville","MO","St. Louis","Saint Charles County",1414,1454.8,0.0126,0.0196,-0.001,17143
2019-10-31,"Hallandale","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",1415,1752.21,0.0017,0.0032,-0.0009,32802
2019-10-31,"Rock Island","IL","Davenport-Moline-Rock Island","Rock Island County",1416,865.06,0.0079,0.0058,-0.014,13364
2019-10-31,"Warren","OH","Youngstown-Warren-Boardman","Trumbull County",1417,702.79,0.0161,0.0251,0.0104,14777
2019-10-31,"Port Huron","MI","Detroit-Warren-Dearborn","Saint Clair County",1418,882.76,0.059,0.0865,0.0478,1478
2019-10-31,"Merrillville","IN","Chicago-Naperville-Elgin","Lake County",1419,1091.1,-0.0148,-0.0214,-0.0452,12499
2019-10-31,"Culver City","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",1420,3664.46,0.0237,0.0385,0.0456,12946
2019-10-31,"Saratoga Springs","NY","Albany-Schenectady-Troy","Saratoga County",1421,1685.03,-0.0429,-0.0407,-0.0888,15251
2019-10-31,"Fairborn","OH","Dayton","Greene County",1422,960.32,-0.038,-0.0546,0.0381,12309
2019-10-31,"Duncanville","TX","Dallas-Fort Worth-Arlington","Dallas County",1423,1332.11,0.0141,0.0108,-0.0051,12775
2019-10-31,"Fairburn","GA","Atlanta-Sandy Springs-Roswell","Fulton County",1424,1257.19,-0.0029,0.0071,0.0334,15204
2019-10-31,"Ringgold","GA","Chattanooga","Catoosa County",1425,1132.05,0.0011,0.0234,0.0869,15769
2019-10-31,"Marion","IA","Cedar Rapids","Linn County",1426,934.67,-0.0102,-0.0011,-0.0049,16930
2019-10-31,"Greenacres","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",1427,1500.36,0.003,0.0078,0.0006,17930
2019-10-31,"Ramona","CA","San Diego-Carlsbad","San Diego County",1428,2410.91,0.0009,0.0133,0.07,11101
2019-10-31,"Miamisburg","OH","Dayton","Montgomery County",1429,939.31,0.024,0.0417,0.0409,11551
2019-10-31,"La Quinta","CA","Riverside-San Bernardino-Ontario","Riverside County",1430,2412.78,-0.0213,-0.0631,0.0244,24185
2019-10-31,"Palmetto","FL","North Port-Sarasota-Bradenton","Manatee County",1431,1616.64,0.0159,0.0215,0.0504,15789
2019-10-31,"Montclair","CA","Riverside-San Bernardino-Ontario","San Bernardino County",1432,2182.73,0.0101,0.0185,0.013,7692
2019-10-31,"Pacifica","CA","San Francisco-Oakland-Hayward","San Mateo County",1433,3501.35,0.0009,0.0055,0.0372,12559
2019-10-31,"Searcy","AR","Searcy","White County",1434,777.12,0.0474,0.0542,0.1637,11454
2019-10-31,"Glen Ellyn","IL","Chicago-Naperville-Elgin","DuPage County",1435,1700.42,0.0096,0.0114,-0.007,13161
2019-10-31,"Chelsea","MA","Boston-Cambridge-Newton","Suffolk County",1436,2587.13,-0.0315,-0.01,0.0878,6407
2019-10-31,"Chester Township","PA","Philadelphia-Camden-Wilmington","Delaware County",1437,1118.33,-0.0035,0.025,0.0997,11611
2019-10-31,"Salem","VA","Roanoke","Salem City",1438,992.02,0.017,0.0269,-0.0127,13963
2019-10-31,"Park Ridge","IL","Chicago-Naperville-Elgin","Cook County",1439,1663.56,-0.0057,0.0038,0.0228,16246
2019-10-31,"Tifton","GA","Tifton","Tift County",1440,788.09,-0.0038,-0.0454,-0.0934,11706
2019-10-31,"Arnold","MO","St. Louis","Jefferson County",1441,1117.27,0.0644,0.0916,0.048,13480
2019-10-31,"Plymouth","MI","Detroit-Warren-Dearborn","Wayne County",1442,1443.74,-0.0144,-0.0041,-0.0143,15354
2019-10-31,"Romeoville","IL","Chicago-Naperville-Elgin","Will County",1443,1542.92,0.0245,0.039,0.0023,5322
2019-10-31,"Brownsburg","IN","Indianapolis-Carmel-Anderson","Hendricks County",1444,1366.55,0.0086,0.0211,0.0158,15911
2019-10-31,"Ocoee","FL","Orlando-Kissimmee-Sanford","Orange County",1445,1419.66,0.005,0.0156,0.0311,15804
2019-10-31,"El Dorado Hills","CA","Sacramento--Roseville--Arden-Arcade","El Dorado County",1446,2321.54,-0.0064,0.0026,0.0211,17430
2019-10-31,"Perrysburg","OH","Toledo","Wood County",1447,1371.9,0.0108,0.0226,-0.0913,12602
2019-10-31,"Boerne","TX","San Antonio-New Braunfels","Kendall County",1448,1729.01,0.023,0.0418,0.0652,15875
2019-10-31,"Atwater","CA","Merced","Merced County",1449,1384.74,0.0023,0.0177,0.0137,10419
2019-10-31,"Silver Firs","WA","Seattle-Tacoma-Bellevue","Snohomish County",1450,2147.69,0.0174,0.0271,0.0852,1559
2019-10-31,"Hurst","TX","Dallas-Fort Worth-Arlington","Tarrant County",1451,1356.48,0.0097,0.0151,0.0223,12535
2019-10-31,"Texarkana","AR","Texarkana","Miller County",1452,767.36,0.0049,-0.0162,-0.0756,12154
2019-10-31,"Dunnellon","FL","Ocala","Marion County",1453,1127.93,0.0017,0.0154,0.0233,17111
2019-10-31,"Aventura","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",1454,2147.32,-0.0034,0.0043,-0.0085,41899
2019-10-31,"Englewood","CO","Denver-Aurora-Lakewood","Arapahoe County",1455,1823.88,0.0067,0.0075,0.0299,13950
2019-10-31,"Calhoun","GA","Calhoun","Gordon County",1456,1110.35,-0.0099,-0.0104,0.0312,14209
2019-10-31,"Hanover Park","IL","Chicago-Naperville-Elgin","DuPage County",1457,1587.06,0.0069,0.0465,0.0475,10615
2019-10-31,"Leavenworth","KS","Kansas City","Leavenworth County",1458,953.05,-0.0299,-0.048,-0.0453,12807
2019-10-31,"Alamogordo","NM","Alamogordo","Otero County",1459,949.78,0.0093,0.0172,0.0054,13868
2019-10-31,"Henderson","KY","Evansville","Henderson County",1460,833.44,0.0126,0.0147,-0.0125,12199
2019-10-31,"Northglenn","CO","Denver-Aurora-Lakewood","Adams County",1461,1792.42,0.0121,0.0211,0.0102,11814
2019-10-31,"Friendswood","TX","Houston-The Woodlands-Sugar Land","Galveston County",1462,1425.11,-0.0006,-0.0028,0.0004,13939
2019-10-31,"Middletown","DE","Philadelphia-Camden-Wilmington","New Castle County",1463,1382.56,0.0285,0.031,0.0238,15072
2019-10-31,"Ronkonkoma","NY","New York-Newark-Jersey City","Suffolk County",1464,2345.6,-0.0024,-0.0107,0.0389,7163
2019-10-31,"Franconia","VA","Washington-Arlington-Alexandria","Fairfax County",1465,2131.6,0.0035,-0.0138,-0.0189,2271
2019-10-31,"Mount Airy","NC","Mount Airy","Surry County",1466,1116.51,0.0145,0.0269,0.0471,12545
2019-10-31,"Lincoln Park","MI","Detroit-Warren-Dearborn","Wayne County",1467,896.93,0.0208,0.0346,0.003,15315
2019-10-31,"Rohnert Park","CA","Santa Rosa","Sonoma County",1468,2610.68,-0.0057,0.0137,-0.002,12193
2019-10-31,"Reynoldsburg","OH","Columbus","Franklin County",1469,1182.51,-0.0006,-0.002,-0.0229,12226
2019-10-31,"Hilton Head Island","SC","Hilton Head Island-Bluffton-Beaufort","Beaufort County",1470,2217.77,-0.0139,0.0022,-0.0138,36783
2019-10-31,"Town Of Penfield","NY","Rochester","Monroe County",1471,1359.14,0.0086,-0.0069,0.0094,13819
2019-10-31,"Greenfield","WI","Milwaukee-Waukesha-West Allis","Milwaukee County",1472,1001.47,-0.0148,-0.0458,-0.0032,1040
2019-10-31,"Northport","AL","Tuscaloosa","Tuscaloosa County",1473,1106.83,-0.0019,-0.0317,0.0047,12406
2019-10-31,"Brighton","NY","Rochester","Monroe County",1474,1363.43,-0.0105,-0.0307,-0.002,10809
2019-10-31,"Huber Heights","OH","Dayton","Montgomery County",1475,930.12,0.0219,0.0452,0.0447,16002
2019-10-31,"Moorpark","CA","Oxnard-Thousand Oaks-Ventura","Ventura County",1476,2566.38,-0.0055,-0.0083,0.0123,11358
2019-10-31,"Braintree","MA","Boston-Cambridge-Newton","Norfolk County",1477,2330.34,-0.0143,-0.0023,0.0117,13389
2019-10-31,"Copperas Cove","TX","Killeen-Temple","Coryell County",1478,869.58,0.0089,0.0331,0.0568,14569
2019-10-31,"District Heights","MD","Washington-Arlington-Alexandria","Prince Georges County",1479,1608.79,0.0074,0.0083,0.008,11829
2019-10-31,"Port Angeles","WA","Port Angeles","Clallam County",1480,1495.73,0.0204,0.0487,0.0413,15028
2019-10-31,"McMinnville","OR","Portland-Vancouver-Hillsboro","Yamhill County",1481,1629.37,0.0241,0.0409,0.0606,9812
2019-10-31,"Roy","UT","Ogden-Clearfield","Weber County",1482,1286.46,0.0356,0.0524,0.055,12246
2019-10-31,"Town of Lancaster","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County",1483,1067.81,-0.0113,-0.0184,0.0055,14388
2019-10-31,"Egypt Lake-Leto","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",1484,1292.14,0.0072,0.0146,0.0172,11196
