"RegionName","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10"
"Austin","TX","Austin-Round Rock","Travis County",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734,1701.5,1797.5,1950,1846.5,1821.5,1995,1995,2100,1997.5,1950,2000,2000,2000,2195,2172.5,2250,2250,2300,2412.5,2335,2200,1995,1999.5,2195,2350,2500,2399,2395,2385.5,2506,2650,2672.5,2695,2700,2546,2547.5,2500,2500,2364.5,2500,2350,2277,2095,2200,2197.5,2320,2150,2354,2472.5,2500,2450,2200,2199,2300,2352,2258,2281,2200,2200,2150,2312,2350,2225,2195,2195,2195,2250,2364.5,2300,2500,2500,2450,2395,2395,2350,2300,2240,2450,2667.5
"San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",12,,,,,,,,,,,,,,,,,2600,2625,2550,2564,2625,2675,2572.5,2497.5,2595,2797.5,2500,2500,2550,2550,2503,2600,2650,2600,2700,2650,2600,2600,2600,2600,2795,2990,2980,3000,3072.5,2800,2995,2895,2900,2850,2895,3200,3295,3400,3285,3495,3350,3300,3295,3350,3272.5,3500,3500,3500,3725,3695,3500,3500,3600,3525,3500,3500,3695,3700,3650,3695,3800,3850,3750,3750,3680,3700,3700,3600,3695,3695,3700,3800,3800,3950,3800,3797.5,3750,3695,3700,3800,3800,3890,3900,3950,3950,3950,3990,3950,3900,3800,3900,3900,3900,3900,3992.5,4000,4100,4050,4000,3995,3950
"Jacksonville","FL","Jacksonville","Duval County",13,1395,1395,1395,1395,1395,1350,1350,1395,1350,1350,1410,1350,1375,1350,1300,1350,1350,1385,1395,1350,1300,1295,1225,1250,1299,1275,1265,1250,1265,1295,1237.5,1250,1200,1250,1200,1212.5,1250,1250,1300,1350,1352,1350,1350,1325,1300,1350,1300,1300,1300,1335,1350,1350,1325,1350,1300,1300,1277.5,1250,1255,1275,1250,1295,1300,1300,1350,1350,1300,1325,1300,1350,1350,1350,1344.5,1350,1375,1399,1399,1425,1395,1400,1375,1350,1395,1342,1325,1399,1450,1470,1475,1450,1495,1490,1495,1450,1425,1445,1445,1495,1500,1550,1550,1500,1495,1482.5,1495,1475,1495,1479.5,1500,1575,1550,1550,1575,1575,1550,1545,1550
"Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",14,,,,,,,,,,,,,,,,,925,999.5,997,1025,1012.5,1000,1000,1000,995,900,900,875,875,900,1012.5,1000,900,900,850,855,914,914,995,1035,1100,1112.5,1125,1085,1050,1000,1000,1100,1095,1095,1097.5,1150,1150,1195,1162.5,1150,1150,1100,1125,1125,1150,1175,1170,1100,1150,1135,1125,1100,1095,1075,1095,1095,1095,1095,1149,1112.5,1197.5,1195,1195,1162.5,1100,1150,1185,1150,1195,1245,1290,1290,1250,1290,1290,1250,1240,1190,1150,1150,1195,1300,1345,1330,1280,1307.5,1275,1295,1207.5,1195,1190,1200,1207.5,1250,1295,1300,1352.5,1345,1347,1349,1325
"San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7600,7200,6995,6350,6200,6500,7000,6995,6499,6697.5,6797.5,6995,6947.5,6350,6700,5772.5,6742.5,6200,6500,6150,6200,5900,6200,6500,6500,6497.5,6447.5,6365,6000,6497.5,6500,6400,6200,6500,6650,6850,6850,6675,6795,6497.5,6747.5,6472.5,6899.5,7000,6595,6872.5,6850,6872.5,7000,7097,7195,6800
"Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",16,1350,1472.5,1472.5,1400,1475,1400,1395,1395,1395,1350,1350,1300,1350,1400,1395,1380,1495,1395,1300,1395,1375,1350,1395,1300,1400,1395,1450,1497.5,1495,1500,1437.5,1437.5,1425,1350,1350,1350,1325,1400,1400,1450,1400,1400,1400,1400,1375,1350,1349,1325,1325,1349.5,1350,1400,1450,1495,1495,1499,1450,1400,1400,1425,1424.5,1495,1495,1500,1500,1499,1500,1525,1525,1500,1495,1595,1595,1575,1595,1550,1497,1500,1535,1550,1500,1550,1495,1549,1595,1650,1675,1695,1650,1675,1655,1650,1662.5,1655,1650,1660,1695,1700,1774.5,1785,1775,1745,1720,1700,1695,1670,1675,1695,1700,1735,1750,1750,1780,1795,1795,1750,1750
"Fort Worth","TX","Dallas-Fort Worth-Arlington","Tarrant County",17,,,,,,,,,,,,1262.5,1350,1350,1372.5,1297.5,1325,1397.5,1395,1395,1395,1412.5,1450,1395,1395,1450,1400,1395,1400,1425,1400,1395,1395,1395,1350,1350,1350,1350,1395,1445,1495,1425,1450,1500,1495,1395,1450,1400,1400,1425,1400,1475,1495,1495,1495,1495,1499,1495,1495,1500,1550,1575,1550,1550,1500,1550,1595,1595,1575,1575,1550,1595,1570,1625,1625,1625,1595,1595,1612.5,1650,1595,1650,1595,1650,1650,1700,1700,1725,1745,1780,1785,1795,1700,1692.5,1699.5,1695,1695,1750,1775,1750,1795,1800,1845,1825,1795,1795,1795,1750,1782.5,1800,1800,1849,1840,1850,1800,1847,1845
"Tucson","AZ","Tucson","Pima County",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,1795,1678,1512.5,1452,1450,1450,1413,1550,1668,1800,1800,1795,1625,1650,1600,1595,1595,1450,1675.5
"Columbus","OH","Columbus","Franklin County",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712.5,1800,1650,1885,1700,1700,1800,1650,1600,1585,1595,1745,1800,1730,1680,1650,1650,1650,1650,1695,1600,1600,1800,1900,1900,1800,1800,1797.5,1775,1800,1800,1700,1650,1695,1697,1800,1845
"Louisville","KY","Louisville/Jefferson County","Jefferson County",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.5,1650,1600,1595,1400,1612.5,1612.5,1537.5,1575,1522.5,1489.5,1437.5,1547.5,1499,1547.5
"Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",21,,,,,,,,,,,,1375,1395,1400,1500,1550,1550,1590,1566,1500,1425,1450,1400,1400,1437.5,1450,1400,1499,1500,1500,1500,1495,1500,1500,1450,1450,1495,1495,1500,1550,1577.5,1587.5,1595,1600,1595,1550,1595,1595,1550,1525,1550,1597,1600,1625,1650,1650,1650,1575,1588,1600,1625,1600,1650,1695,1695,1700,1700,1695,1675,1675,1685,1695,1677.5,1675,1695,1695,1695,1697,1695,1675,1700,1695,1699.5,1784.5,1789,1789.5,1850,1875,1850,1890,1850,1850,1895,1895,1895,1900,1920,1910,1908.5,1950,1995,2000,1999.5,1990,1950,1925,1900,1900,1925,1950,1951.5,1995,2000,2000,1995,1999.5,1995
"El Paso","TX","El Paso","El Paso County",22,,,,,,,,,,,,,,,1450,1495,1450,1450,1492.5,1397.5,1400,1395,1400,1495,1500,1497.5,1472.5,1450,1395,1395,1375,1400,1385,1397.5,1400,1300,1250,1295,1275,1295,1300,1300,1297,1295,1300,1295,1297.5,1275,1250,1250,1275,1350,1325,1300,1300,1325,1350,1300,1300,1300,1250,1275,1300,1300,1300,1300,1300,1300,1297.5,1300,1300,1295,1295,1300,1270,1350,1255,1337,1275,1250,1295,1250,1295,1250,1250,1295,1300,1300,1300,1300,1300,1300,1295,1300,1295,1250,1275,1250,1300,1350,1375,1400,1450,1400,1350,1300,1300,1300,1300,1300,1300,1350,1395,1450,1450,1400,1350
"Denver","CO","Denver-Aurora-Lakewood","Denver County",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2550,2650,2600,2647.5,2500,2500,2395,2350,2500,2500,2450,2500,2500,2505,2695,2695,2537.5,2600,2195,2265,2350,2500,2600,2600,2672.5,2587.5,2495,2547.5,2600,2500,2495,2600,2600,2500,2500,2600,2697.5,2600,2595,2500,2655,2695,2650,2695,2535,2500,2700,2727,2750,2729.5,2995,2700,2800,2750
"Seattle","WA","Seattle-Tacoma-Bellevue","King County",24,,,,,,,,,,,,,1825,1900,1800,1992.5,1925,2050,2200,2200,2295,2200,2225,2000,2175,2195,2250,2347.5,2447.5,2400,2397.5,2450,2325,2495,2574.5,2599,2295,2450,2395,2450,2450,2550,2450,2500,2400,2300,2400,2395,2225,2295,2400,2590,2600,2625,2750,2500,2500,2472.5,2400,2495,2400,2500,2500,2850,2972.5,3000,2990,2800,2775,2550,2800,2972.5,3000,2997.5,2950,3000,3150,3200,3097.5,2900,2895,2847.5,2650,3000,2995,3150,3200,3250,3395,3497.5,3300,3150,2995,2950,2950,2900,2982.5,3100,3295,3250,3295,3437.5,3300,3000,2995,2800,2900,3000,3160,3200,3495,3500,3497.5,3495,3396.5,3200,3200
"Memphis","TN","Memphis","Shelby County",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1150,1150,1095,1097.5,1150,1095,1095,1072.5,995,962.5,950,950,950,950,950,1000,1095,1050,995,995,1000,1050,1050,995,970,995,995,1050,1095,1095,1095,1095,1095,1095,1095,1005,1020,1007.5,975,995,1050,1037.5,1095,1095,1095,1050,1095,1095,1050,950,995,995,1075,1050,990,1000,950,995,975,1000,995,995,950,920,975,995,995,995,1065,1075,1050,1020,1050,1050,1005,1025,995,985,950,995,995,1050,1095,1135,1050,1050,1095
"Boston","MA","Boston-Cambridge-Newton","Suffolk County",26,,,,,,,,,,,,,,,,,,,,,,,,3000,2950,3000,2900,2900,2800,2800,2800,2800,2800,2895,3000,3300,3200,3200,3140,3100,3200,3100,3000,3000,3000,3000,3200,3300,3300,3300,3350,3200,3200,3200,3200,3200,3200,3200,3400,3650,3500,3450,3400,3300,3200,3200,3200,3200,3200,3200,3500,3700,3650,3500,3500,3400,3400,3325,3300,3300,3200,3200,3500,3750,3700,3600,3600,3600,3495,3450,3400,3400,3400,3500,3712.5,3800,3800,3750,3700,3600,3600,3600,3500,3450,3400,3600,3800,3950,3800,3700,3600,3600,3600,3600,3550,3580,3500
"Washington","DC","Washington-Arlington-Alexandria","District of Columbia",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3075,3075,3050,3225,2997,2825,2700,2675,2925,2847.5,2925,3000,3500,3500,3300,3150,2900,2825,3000,3150,3500,3000,3482.5,3300,3482.5,3525,3200,3350,3175,3000,3095,3050,3500,3600,3500,3450,3700,3895,3600,3500,3500,3350,3250,3200,3000,3487.5,3600,3925,3897.5,3725,3597.5,3500,3337.5,3200,3300,3400,3400,3500,3675,3899,3600,3500,3600,3450
"Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",28,,,,,,,,,,,,,1300,1395,1395,1500,1625,1650,1695,1595,1595,1495,1432.5,1465,1324.5,1495,1695,1695,1595,1695,1672.5,1550,1610,1550,1495,1525,1510,1650,1550,1650,1695,1750,1787.5,1962.5,1895,1800,1725,1725,1750,1700,1750,1700,1795,2000,2195,2100,1995,1995,1950,1995,2095,2100,2250,2425,2395,2295,2495,2495,2300,2295,2150,2195,2250,2295,2350,2350,2200,2495,2299,2400,2295,2325,2297.5,2295,2395,2295,2495,2550,2595,2495,2495,2300,2200,2295,2350,2295,2350,2395,2550,2472.5,2385,2367.5,2345,2295,2200,2295,2250,2240,2245,2277.5,2400,2300,2395,2350,2500,2500,2497.5
"Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",29,,,,,,,,,,,,,,,,,1547.5,1500,1595,1472.5,1472.5,1495,1550,1745,1695,1695,1793,1700,1697.5,1600,1500,1600,1500,1500,1500,1500,1600,1650,1750,1595,1700,1597.5,1600,1625,1675,1600,1550,1595,1450,1437.5,1450,1695,1800,1800,1685,1700,1622.5,1600,1700,1750,1700,1650,1795,1795,1850,1897.5,1800,1800,1825,1787.5,1750,1800,1712.5,1975,1850,1972.5,1937.5,1962.5,1950,1850,1795,1800,1800,1885,1925,1837.5,1950,2050,1950,1975,1995,1995,1996,1995,1985,1970,1950,1947.5,1947.5,1900,1895,1950,1950,1950,1850,1900,1950,1875,1950,1962.5,2072.5,1995,1995,1995,1995,1980,1970
"Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",30,,,,,,,,,,,,,1300,1250,1237.5,1275,1300,1295,1450,1395,1394,1350,1295,1295,1307.5,1342.5,1350,1350,1350,1350,1350,1395,1350,1385,1395,1395,1350,1350,1350,1375,1334,1395,1395,1350,1399,1362.5,1422.5,1375,1395,1395,1375,1400,1417,1425,1425,1400,1400,1400,1437.5,1447.5,1450,1495,1495,1495,1495,1500,1495,1495,1495,1495,1495,1499,1500,1495,1495,1512.5,1520,1695,1547.5,1499,1551,1499.5,1500,1600,1712.5,1610,1695,1750,1750,1890,1795,1785,1795,1800,1850,1800,1895,1895,1900,1950,1950,1950,1885,1995,1950,1895,1995,1894,1895,1950,1900,1880,1895,2000,1995,1995,1995
"Baltimore","MD","Baltimore-Columbia-Towson","Baltimore City",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,1800,1580,1577.5,1400,1400,1475,1247.5,1300,1347.5,1400,1500,1550,1450,1550,1550,1450,1400,1400,1400,1400,1500,1500,1579.5,1700,1600,1599.5,1450,1500,1599,1574.5
"Milwaukee","WI","Milwaukee-Waukesha-West Allis","Milwaukee County",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,890,812.5,895,950,950,925,895,897.5,900,975,985,1000,1125,1100,1097,925,962.5,800,850,897,990.5,950,1025,1012.5,1000,1000,900,975,995,950,950,950,925,950,1012.5,1000,1000,1100,1050,1000,997.5,1000,1000,1000,1000,1050,1195,1295,1150,1095,1100,1075,1000,1050,1045,995
"Fresno","CA","Fresno","Fresno County",33,,,,,,,,,,,,,,,,,,,1695,1685,1595,1350,1350,1325,1272.5,1250,1120,1100,1097.5,1095,1195,1200,1195,1184,1150,1100,1150,1212.5,1225,1200,1250,1295,1350,1395,1395,1395,1400,1395,1350,1350,1350,1325,1395,1495,1450,1495,1450,1462.5,1395,1395,1450,1405,1372.5,1402.5,1450,1495,1495,1495,1565,1500,1450,1485,1397.5,1412.5,1500,1500,1650,1525,1550,1525,1400,1500,1425,1550,1600,1672.5,1600,1595,1600,1595,1667.5,1600,1595,1595,1595,1650,1600,1600,1695,1650,1650,1650,1625,1695,1650,1750,1725,1695,1695,1695,1750,1850,1792.5,1750,1797.5,1850,1750
"Omaha","NE","Omaha-Council Bluffs","Douglas County",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1200,1300,1395,1395,1450,1395,1395,1435,1395,1410,1395,1392.5,1410,1400,1500,1500,1475,1450,1450,1450,1370,1295,1500,1500,1397.5,1410,1465,1475,1467.5,1600,1500,1450,1445,1300
"Albuquerque","NM","Albuquerque","Bernalillo County",35,,,,,,,,,,,,,,,,,,,,,,,,1295,1250,1375,1350,1200,1250,1350,1300,1250,1200,1225,1250,1290,1270,1300,1400,1382.5,1312.5,1300,1300,1300,1300,1295,1300,1295,1295,1250,1262.5,1300,1350,1350,1300,1295,1295,1295,1295,1350,1300,1295,1295,1375,1395,1340,1350,1362.5,1305,1300,1350,1300,1300,1342,1400,1350,1400,1397.5,1325,1325,1350,1334,1375,1295,1350,1350,1412.5,1414,1400,1450,1495,1400,1375,1400,1400,1350,1395,1400,1497,1500,1432.5,1495,1500,1450,1495,1440,1400,1425,1450,1450,1500,1572.5,1485,1450,1497.5,1500,1550
"Oklahoma City","OK","Oklahoma City","Oklahoma County",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377.5,1350,1295,1175,1300,1272.5,1440,1395,1450,1395,1322.5,1295,1275,1300,1395,1395,1385,1395,1372.5,1350,1447.5,1395,1387.5,1395,1440,1495,1495,1445,1495,1495,1400,1395,1395,1400,1400,1400,1350,1345,1350,1395,1347.5,1295,1295,1245,1222.5,1277.5,1287.5,1335,1297.5,1295,1250,1295,1295,1287.5,1212.5,1285,1245,1295,1300,1295,1280,1300,1350,1200,1250,1250,1250,1250,1250,1225,1200,1295,1197.5,1197.5,1250,1250,1295,1300,1300,1200
"Atlanta","GA","Atlanta-Sandy Springs-Roswell","Fulton County",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490,1525,1423,1500,1500,1500,1500,1600,1750,1750,1800,1695,1550,1595,1695,1695,1695,1695,1750,1800,1850,1825,1815,1997.5,1800,1895,1895,2088,2070,2050,1899,2022.5,2290,2400,2450,2377.5,2047.5,1895
"Kansas City","MO","Kansas City","Jackson County",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925,1085,1190,1000,875,975,975,1000,1075,950,995,1100,1150,1100,1010,1037.5,1095,1100,1100,1165,1125,1200,1262.5,1150,1185,1147.5,1100,1100,1050,1100,1090,1200,1295,1350,1350,1350,1200,1200
"Colorado Springs","CO","Colorado Springs","El Paso County",39,,,,,,,,1495,1495,1410,1375,1400,1372.5,1300,1350,1450,1425,1450,1485,1400,1395,1395,1350,1350,1350,1400,1450,1397.5,1395,1395,1395,1385,1300,1350,1395,1390,1385,1475,1425,1450,1425,1400,1400,1450,1400,1395,1400,1395,1397.5,1400,1425,1495,1495,1495,1495,1450,1500,1572.5,1550,1472.5,1495,1495,1595,1625,1600,1600,1600,1625,1575,1595,1500,1575,1597.5,1600,1600,1600,1625,1575,1595,1612.5,1550,1550,1595,1660,1695,1690,1750,1795,1750,1750,1737.5,1700,1749,1700,1700,1750,1710,1825,1850,1803,1800,1800,1795,1750,1795,1800,1800,1797.5,1814,1850,1875,1950,1900,1895,1895,1895,1803
"Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2397.5,2250,2295,2400,2200,2395,2520,2597.5,2300,2497.5,2450,2500,2400,2395,2450,2400,2500,2400,2400,2547.5,2472.5,2450,2397.5,2400,2437.5,2450,2795,2695,2597.5,2850,2597.5,2510
